order_id,so_num,order_due_date,order_created_date,order_ship_date,plant,customer,cust_name,address1,address2,city,state,zip,total_qty,total_sales,order_total_length_ft,order_utilization_pct,order_utilization_grade,order_utilization_credit_ft,order_exceeds_capacity,line_count,order_is_excluded,needs_review,order_status,last_seen_at,closed_at,last_upload_id,order_line_id,line_due_date,item,item_desc,line_qty,line_sales,bin,load_num,sku,unit_length_ft,line_total_length_ft,line_max_stack_height,stack_position,line_utilization_pct,line_is_excluded,sku_category,sku_length_with_tongue_ft,sku_max_stack_step_deck,sku_max_stack_flat_bed,assigned_load_ids,assigned_load_statuses,assigned_session_statuses,line_has_blocking_assignment,window_start_date,window_end_date,days_until_due,normalized_zip,origin_plant_lat,origin_plant_lng,dest_lat,dest_lng,origin_to_dest_miles_haversine,ia_state_rate_per_mile,standalone_estimated_cost_single_stop,requires_return_to_origin_lowes_rule,line_eligible_for_optimizer_now
6121,12603202,2026-02-20,2026-01-27,2026-02-20,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,120 26TH ST EAST STE 101,(701)-572-8341,WILLISTON,ND,58801,1,4234.0,16.0,30.2,F,16.0,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,13548,2026-02-20,6X12CGRVCM3K-TSC,6X12 FLAT ROOF FLAT V-NOSE-TSC,1,4234.0,CARGO,,CARGO | 12 ft,16.0,16.0,1,1,30.18867924528302,0,,,,,"463,572",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,7,58801,41.55944,-95.9025,48.23522,-103.76747,600.16,3.26,2011.53,0,0
6170,12603210,2026-02-20,2026-01-27,2026-02-20,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,504 RIVERSTONE PARKWAY,(815)933-3393,KANKAKEE,IL,60901,1,4234.0,16.0,30.2,F,16.0,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,13680,2026-02-20,6X12CGRVCM3K-TSC,6X12 FLAT ROOF FLAT V-NOSE-TSC,1,4234.0,CARGO,,CARGO | 12 ft,16.0,16.0,1,1,30.18867924528302,0,,,,,"446,561",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,7,60901,41.55944,-95.9025,41.11029,-87.90049,416.17,2.7,1178.67,0,0
5049,12603283,2026-02-20,2026-01-27,2026-02-20,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,4841 8TH ST SOUTH,(715) 424-0690,WISCONSIN RAPIDS,WI,54494,3,2640.0,7.0,7.9,F,4.2,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,10989,2026-02-20,5X8GWE2K,5X8 GATE WOOD FLOOR TRAILER-2K,3,2640.0,USA,,5X8GW2K,7.0,7.0,5,1,13.20754716981132,0,USA,7.0,6,5,"499,587",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,7,54494,41.55944,-95.9025,44.34414,-89.74054,366.1,2.22,867.74,0,0
5237,12603287,2026-02-20,2026-01-27,2026-02-20,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,W3098 COUNTY RD KK,(920)-739-1635,APPLETON,WI,54915,6,5280.0,14.0,15.8,F,8.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,11325,2026-02-20,5X8GWE2K,5X8 GATE WOOD FLOOR TRAILER-2K,6,5280.0,USA,,5X8GW2K,7.0,14.0,5,1,26.41509433962264,0,USA,7.0,6,5,"499,577",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,7,54915,41.55944,-95.9025,44.24279,-88.35928,424.22,2.22,996.77,0,0
6746,12603320,2026-02-20,2026-01-27,2026-02-20,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,519 U STREET,,ORD,NE,68862,1,4234.0,16.0,30.2,F,16.0,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,15202,2026-02-20,6X12CGRVCM3K-TSC,6X12 FLAT ROOF FLAT V-NOSE-TSC,1,4234.0,CARGO,,CARGO | 12 ft,16.0,16.0,1,1,30.18867924528302,0,,,,,"443,559",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,7,68862,41.55944,-95.9025,41.60362,-98.93841,156.94,3.3,800.0,0,0
5337,12603464,2026-02-20,2026-01-30,2026-02-20,IA,"LOWE'S OF BLAINE, MN","LOWE'S OF BLAINE, MN",11651 ULYSESS STREET,(763) 367-1120,BLAINE,MN,55434,1,1696.81,13.0,6.1,F,3.2,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,11599,2026-02-20,5.5X9GPR,5.5X9 GATE MESH TRAILER-PR,1,1696.81,USA,,5.5X9GPR,13.0,13.0,4,1,24.528301886792452,0,USA,13.0,5,4,"488,586",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,7,55434,41.55944,-95.9025,45.1681,-93.25069,282.66,3.2,959.52,1,0
6414,12601283,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,3728 SOUTH JEFFERS ST,308-532-2135,NORTH PLATTE,NE,69101,4,7853.0,18.0,32.3,F,17.1,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,14284,2026-02-21,6X11SF3K,6X11SF WOOD FLOOR TRAILER-3K,1,2095.0,USA,,6X10GW/LEO,14.0,14.0,4,1,26.41509433962264,0,USA,14.0,5,4,"443,559",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,69101,41.55944,-95.9025,41.1502,-100.80319,255.72,3.3,898.86,0,0
6414,12601283,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,3728 SOUTH JEFFERS ST,308-532-2135,NORTH PLATTE,NE,69101,4,7853.0,18.0,32.3,F,17.1,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,14909,2026-02-21,6X14SF7K,6X14SF WOOD FLOOR TRAILER-7K,1,3000.0,UTA,,6X14GW1BRK/2BRK / LEO,18.0,18.0,4,1,33.9622641509434,0,UTA,18.0,5,4,"443,559",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,69101,41.55944,-95.9025,41.1502,-100.80319,255.72,3.3,898.86,0,0
6414,12601283,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,3728 SOUTH JEFFERS ST,308-532-2135,NORTH PLATTE,NE,69101,4,7853.0,18.0,32.3,F,17.1,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,14942,2026-02-21,5.5X10GWHDP,5.5X10 WOOD FLOOR TRAILER-TTR,1,1618.0,USA,,5.5X10GWHDP,14.0,14.0,4,1,26.41509433962264,0,USA,14.0,4,4,"443,559",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,69101,41.55944,-95.9025,41.1502,-100.80319,255.72,3.3,898.86,0,0
6414,12601283,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,3728 SOUTH JEFFERS ST,308-532-2135,NORTH PLATTE,NE,69101,4,7853.0,18.0,32.3,F,17.1,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,15214,2026-02-21,6X8GW2KPT,6X8 WOOD FLR 2K TRAILER-PT-13,1,1140.0,USA,,6X8GW2KPT,12.0,12.0,5,1,22.641509433962266,0,USA,12.0,6,5,"443,559",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,69101,41.55944,-95.9025,41.1502,-100.80319,255.72,3.3,898.86,0,0
5747,12601284,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,1445 NORTH ACRES RD,(715)262-4500,PRESCOTT,WI,54021,4,3930.0,12.0,18.1,F,9.6,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,12530,2026-02-21,5X8GWE2K,5X8 GATE WOOD FLOOR TRAILER-2K,1,880.0,USA,,5X8GW2K,7.0,7.0,5,1,13.20754716981132,0,USA,7.0,6,5,"500,592",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,54021,41.55944,-95.9025,44.74048,-92.71144,272.33,2.22,800.0,0,0
5747,12601284,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,1445 NORTH ACRES RD,(715)262-4500,PRESCOTT,WI,54021,4,3930.0,12.0,18.1,F,9.6,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,12537,2026-02-21,5X8SPM2K,5X8SP HIGH SIDE MESH TRAILER,2,1910.0,USA,,5X8SP,7.0,7.0,5,1,13.20754716981132,0,USA,7.0,6,5,"500,592",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,54021,41.55944,-95.9025,44.74048,-92.71144,272.33,2.22,800.0,0,0
5747,12601284,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,1445 NORTH ACRES RD,(715)262-4500,PRESCOTT,WI,54021,4,3930.0,12.0,18.1,F,9.6,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,12675,2026-02-21,6X8GW2KPT,6X8 WOOD FLR 2K TRAILER-PT-13,1,1140.0,USA,,6X8GW2KPT,12.0,12.0,5,1,22.641509433962266,0,USA,12.0,6,5,"500,592",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,54021,41.55944,-95.9025,44.74048,-92.71144,272.33,2.22,800.0,0,0
6273,12601285,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,1810 SOUTH GALENA AVE,815-284-0422,DIXON,IL,61021,4,5900.0,18.0,28.9,F,15.3,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,13980,2026-02-21,5X8GWE2K,5X8 GATE WOOD FLOOR TRAILER-2K,2,1760.0,USA,,5X8GW2K,7.0,7.0,5,1,13.20754716981132,0,USA,7.0,6,5,"464,569",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,61021,41.55944,-95.9025,41.82908,-89.47764,331.94,2.7,951.24,0,0
6273,12601285,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,1810 SOUTH GALENA AVE,815-284-0422,DIXON,IL,61021,4,5900.0,18.0,28.9,F,15.3,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,14038,2026-02-21,6X8GW2KPT,6X8 WOOD FLR 2K TRAILER-PT-13,1,1140.0,USA,,6X8GW2KPT,12.0,12.0,5,1,22.641509433962266,0,USA,12.0,6,5,"464,569",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,61021,41.55944,-95.9025,41.82908,-89.47764,331.94,2.7,951.24,0,0
6273,12601285,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,1810 SOUTH GALENA AVE,815-284-0422,DIXON,IL,61021,4,5900.0,18.0,28.9,F,15.3,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,14516,2026-02-21,6X14SF7K,6X14SF WOOD FLOOR TRAILER-7K,1,3000.0,UTA,,6X14GW1BRK/2BRK / LEO,18.0,18.0,4,1,33.9622641509434,0,UTA,18.0,5,4,"464,569",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,61021,41.55944,-95.9025,41.82908,-89.47764,331.94,2.7,951.24,0,0
6447,12601286,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,3000 OSBORN DR EAST STE 100,(402) 461-3440,HASTINGS,NE,68901,4,6832.0,23.0,32.8,F,17.4,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,14382,2026-02-21,7X12GWHS16,7X12 WOOD FLR HIGH SIDE TRL-3K,1,2164.0,USA,,7X12GWHS,16.0,16.0,3,1,30.18867924528302,0,USA,16.0,3,3,"483,583",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,68901,41.55944,-95.9025,40.59092,-98.36599,144.72,3.3,800.0,0,0
6447,12601286,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,3000 OSBORN DR EAST STE 100,(402) 461-3440,HASTINGS,NE,68901,4,6832.0,23.0,32.8,F,17.4,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,14532,2026-02-21,5.5X10GWHDP,5.5X10 WOOD FLOOR TRAILER-TTR,1,1618.0,USA,,5.5X10GWHDP,14.0,14.0,4,1,26.41509433962264,0,USA,14.0,4,4,"483,583",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,68901,41.55944,-95.9025,40.59092,-98.36599,144.72,3.3,800.0,0,0
6447,12601286,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,3000 OSBORN DR EAST STE 100,(402) 461-3440,HASTINGS,NE,68901,4,6832.0,23.0,32.8,F,17.4,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,14533,2026-02-21,5X8SPM2K,5X8SP HIGH SIDE MESH TRAILER,1,955.0,USA,,5X8SP,7.0,7.0,5,1,13.20754716981132,0,USA,7.0,6,5,"483,583",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,68901,41.55944,-95.9025,40.59092,-98.36599,144.72,3.3,800.0,0,0
6447,12601286,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,3000 OSBORN DR EAST STE 100,(402) 461-3440,HASTINGS,NE,68901,4,6832.0,23.0,32.8,F,17.4,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,14571,2026-02-21,6X11SF3K,6X11SF WOOD FLOOR TRAILER-3K,1,2095.0,USA,,6X10GW/LEO,14.0,14.0,4,1,26.41509433962264,0,USA,14.0,5,4,"483,583",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,68901,41.55944,-95.9025,40.59092,-98.36599,144.72,3.3,800.0,0,0
6654,12601326,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,2161 EAST LARAWAY ROAD,(815)463-9444,NEW LENOX,IL,60451,4,4593.0,14.0,22.5,F,11.9,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,14903,2026-02-21,5X8GWE2K,5X8 GATE WOOD FLOOR TRAILER-2K,1,880.0,USA,,5X8GW2K,7.0,7.0,5,1,13.20754716981132,0,USA,7.0,6,5,"487,634",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,60451,41.55944,-95.9025,41.50717,-87.96088,410.65,2.7,1163.75,0,0
6654,12601326,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,2161 EAST LARAWAY ROAD,(815)463-9444,NEW LENOX,IL,60451,4,4593.0,14.0,22.5,F,11.9,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,14950,2026-02-21,5X8SPM2K,5X8SP HIGH SIDE MESH TRAILER,1,955.0,USA,,5X8SP,7.0,7.0,5,1,13.20754716981132,0,USA,7.0,6,5,"487,634",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,60451,41.55944,-95.9025,41.50717,-87.96088,410.65,2.7,1163.75,0,0
6654,12601326,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,2161 EAST LARAWAY ROAD,(815)463-9444,NEW LENOX,IL,60451,4,4593.0,14.0,22.5,F,11.9,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,14951,2026-02-21,5.5X10GWHDP,5.5X10 WOOD FLOOR TRAILER-TTR,1,1618.0,USA,,5.5X10GWHDP,14.0,14.0,4,1,26.41509433962264,0,USA,14.0,4,4,"487,634",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,60451,41.55944,-95.9025,41.50717,-87.96088,410.65,2.7,1163.75,0,0
6654,12601326,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,2161 EAST LARAWAY ROAD,(815)463-9444,NEW LENOX,IL,60451,4,4593.0,14.0,22.5,F,11.9,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,15218,2026-02-21,6X8GW2KPT,6X8 WOOD FLR 2K TRAILER-PT-13,1,1140.0,USA,,6X8GW2KPT,12.0,12.0,5,1,22.641509433962266,0,USA,12.0,6,5,"487,634",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,60451,41.55944,-95.9025,41.50717,-87.96088,410.65,2.7,1163.75,0,0
6671,12601332,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,8761 NORTHRIDGE WAY,(715) 356-0020,MINOCQUA,WI,54548,5,4735.0,12.0,22.6,F,12.0,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,14953,2026-02-21,5X8SPM2K,5X8SP HIGH SIDE MESH TRAILER,1,955.0,USA,,5X8SP,7.0,7.0,5,1,13.20754716981132,0,USA,7.0,6,5,"500,597",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,54548,41.55944,-95.9025,45.86218,-89.82663,424.6,2.22,997.6,0,0
6671,12601332,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,8761 NORTHRIDGE WAY,(715) 356-0020,MINOCQUA,WI,54548,5,4735.0,12.0,22.6,F,12.0,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,14973,2026-02-21,5X8GWE2K,5X8 GATE WOOD FLOOR TRAILER-2K,3,2640.0,USA,,5X8GW2K,7.0,7.0,5,1,13.20754716981132,0,USA,7.0,6,5,"500,597",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,54548,41.55944,-95.9025,45.86218,-89.82663,424.6,2.22,997.6,0,0
6671,12601332,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,8761 NORTHRIDGE WAY,(715) 356-0020,MINOCQUA,WI,54548,5,4735.0,12.0,22.6,F,12.0,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,15219,2026-02-21,6X8GW2KPT,6X8 WOOD FLR 2K TRAILER-PT-13,1,1140.0,USA,,6X8GW2KPT,12.0,12.0,5,1,22.641509433962266,0,USA,12.0,6,5,"500,597",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,54548,41.55944,-95.9025,45.86218,-89.82663,424.6,2.22,997.6,0,0
6863,12601338,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,802 N MAIN ST,920-388-6498,KEWAUNEE,WI,54216,4,4879.0,16.0,28.2,F,14.9,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,15463,2026-02-21,5X8SPM2K,5X8SP HIGH SIDE MESH TRAILER,1,955.0,USA,,5X8SP,7.0,7.0,5,1,13.20754716981132,0,USA,7.0,6,5,"457,565",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,54216,41.55944,-95.9025,44.43651,-87.58069,464.87,2.22,1087.02,0,0
6863,12601338,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,802 N MAIN ST,920-388-6498,KEWAUNEE,WI,54216,4,4879.0,16.0,28.2,F,14.9,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,15575,2026-02-21,5X8GWE2K,5X8 GATE WOOD FLOOR TRAILER-2K,2,1760.0,USA,,5X8GW2K,7.0,7.0,5,1,13.20754716981132,0,USA,7.0,6,5,"457,565",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,54216,41.55944,-95.9025,44.43651,-87.58069,464.87,2.22,1087.02,0,0
6863,12601338,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,802 N MAIN ST,920-388-6498,KEWAUNEE,WI,54216,4,4879.0,16.0,28.2,F,14.9,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,15644,2026-02-21,7X12GWHS16,7X12 WOOD FLR HIGH SIDE TRL-3K,1,2164.0,USA,,7X12GWHS,16.0,16.0,3,1,30.18867924528302,0,USA,16.0,3,3,"457,565",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,54216,41.55944,-95.9025,44.43651,-87.58069,464.87,2.22,1087.02,0,0
6604,12601344,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,1810 DORSET LN,715-243-5810,NEW RICHMOND,WI,54017,3,2790.0,7.0,7.9,F,4.2,0,2,0,0,OPEN,2026-02-12T22:59:23,,18,14782,2026-02-21,5X8GWE2K,5X8 GATE WOOD FLOOR TRAILER-2K,1,880.0,USA,,5X8GW2K,7.0,7.0,5,1,13.20754716981132,0,USA,7.0,6,5,"550,599",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,54017,41.55944,-95.9025,45.11907,-92.52091,298.9,2.22,800.0,0,0
6604,12601344,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,1810 DORSET LN,715-243-5810,NEW RICHMOND,WI,54017,3,2790.0,7.0,7.9,F,4.2,0,2,0,0,OPEN,2026-02-12T22:59:23,,18,14876,2026-02-21,5X8SPM2K,5X8SP HIGH SIDE MESH TRAILER,2,1910.0,USA,,5X8SP,7.0,7.0,5,1,13.20754716981132,0,USA,7.0,6,5,"550,599",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,54017,41.55944,-95.9025,45.11907,-92.52091,298.9,2.22,800.0,0,0
6371,12601359,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,100 POWERS AVE,,MAUSTON,WI,53948,3,5214.0,16.0,23.6,F,12.5,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,14185,2026-02-21,5X8SPM2K,5X8SP HIGH SIDE MESH TRAILER,1,955.0,USA,,5X8SP,7.0,7.0,5,1,13.20754716981132,0,USA,7.0,6,5,"453,565",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,53948,41.55944,-95.9025,43.77846,-90.05161,334.36,2.22,800.0,0,0
6371,12601359,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,100 POWERS AVE,,MAUSTON,WI,53948,3,5214.0,16.0,23.6,F,12.5,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,14789,2026-02-21,7X12GWHS16,7X12 WOOD FLR HIGH SIDE TRL-3K,1,2164.0,USA,,7X12GWHS,16.0,16.0,3,1,30.18867924528302,0,USA,16.0,3,3,"453,565",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,53948,41.55944,-95.9025,43.77846,-90.05161,334.36,2.22,800.0,0,0
6371,12601359,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,100 POWERS AVE,,MAUSTON,WI,53948,3,5214.0,16.0,23.6,F,12.5,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,14936,2026-02-21,6X11SF3K,6X11SF WOOD FLOOR TRAILER-3K,1,2095.0,USA,,6X10GW/LEO,14.0,14.0,4,1,26.41509433962264,0,USA,14.0,5,4,"453,565",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,53948,41.55944,-95.9025,43.77846,-90.05161,334.36,2.22,800.0,0,0
5384,12601362,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,2179 US HWY 8 STE 1,(715) 483-2640,SAINT CROIX FALLS,WI,54024,1,4234.0,16.0,30.2,F,16.0,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,11678,2026-02-21,6X12CGRVCM3K-TSC,6X12 FLAT ROOF FLAT V-NOSE-TSC,1,4234.0,CARGO,,CARGO | 12 ft,16.0,16.0,1,1,30.18867924528302,0,,,,,"441,563",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,54024,41.55944,-95.9025,45.49873,-92.64781,317.23,2.22,800.0,0,0
6770,12601370,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,2850 NORTH COURT RD,(641)-682-5459,OTTUMWA,IA,52501,5,7995.0,25.0,36.6,F,19.4,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,15280,2026-02-21,6X8GW2KPT,6X8 WOOD FLR 2K TRAILER-PT-13,1,1140.0,USA,,6X8GW2KPT,12.0,12.0,5,1,22.641509433962266,0,USA,12.0,6,5,"475,581",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,52501,41.55944,-95.9025,41.03828,-92.43252,183.68,3.75,800.0,0,0
6770,12601370,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,2850 NORTH COURT RD,(641)-682-5459,OTTUMWA,IA,52501,5,7995.0,25.0,36.6,F,19.4,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,15290,2026-02-21,6X11SF3K,6X11SF WOOD FLOOR TRAILER-3K,1,2095.0,USA,,6X10GW/LEO,14.0,14.0,4,1,26.41509433962264,0,USA,14.0,5,4,"475,581",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,52501,41.55944,-95.9025,41.03828,-92.43252,183.68,3.75,800.0,0,0
6770,12601370,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,2850 NORTH COURT RD,(641)-682-5459,OTTUMWA,IA,52501,5,7995.0,25.0,36.6,F,19.4,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,15305,2026-02-21,5X8GWE2K,5X8 GATE WOOD FLOOR TRAILER-2K,2,1760.0,USA,,5X8GW2K,7.0,7.0,5,1,13.20754716981132,0,USA,7.0,6,5,"475,581",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,52501,41.55944,-95.9025,41.03828,-92.43252,183.68,3.75,800.0,0,0
6770,12601370,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,2850 NORTH COURT RD,(641)-682-5459,OTTUMWA,IA,52501,5,7995.0,25.0,36.6,F,19.4,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,15358,2026-02-21,6X14SF7K,6X14SF WOOD FLOOR TRAILER-7K,1,3000.0,UTA,,6X14GW1BRK/2BRK / LEO,18.0,18.0,4,1,33.9622641509434,0,UTA,18.0,5,4,"475,581",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,8,52501,41.55944,-95.9025,41.03828,-92.43252,183.68,3.75,800.0,0,0
